"upper","lower","_COL3","Sum_area_m2_","Sum_volume_m3_","_COL6","_COL7","_COL8","_COL9","_COL10","_COL11","_COL12","_COL13","_COL14","_COL15","_COL16","_COL17","_COL18","_COL19","_COL20","_COL21","_COL22","_COL23","_COL24","Avg_SD_","_COL26","_COL27","_COL28","_COL29","_COL30","_COL31","_COL32"
-5,-5.5,0.075654787714852,75654.787714852,416101.33243169,0.10399675212959,0.0073110512276454,0.0010150552447843,0.020349171342148,0.0016637971771355,0.0004,2.5705927250752,0.25418100736408,0.040973353654403,1.7735426640828,0.35654827022109,0.04859557548316,1.9560547530656,0.25447207876065,0.047813240200087,0.042477723888856,0.085943187390778,0.013396946261318,105.76423160347,5.9705,0.11031091059543,0.029995957116742,10.813820070133,21.678728952047,193.89283240721,0.076392472565946,0.023828805768217
-4.5,-5,1.0985318185736,1098531.8185736,5492659.092868,0.098018182633125,0.0068579791226151,0.00097874909446744,0.18481478956672,0.0099377973358804,0.0012161628714247,2.7396588327965,0.27167690469254,0.043691256421791,1.9528988957526,0.39294776850695,0.05652816527774,2.0072330929225,0.27179491886238,0.049055539392525,0.045811248482353,0.088229569359502,0.013468545850508,112.7151647173,5.6841818181818,0.10949115033637,0.032182297150199,11.87847060594,23.790969781996,201.67151424089,0.077601888117043,0.023482872263633
-4,-4.5,1.1568005777463,1156800.5777463,5205602.5998583,0.1030973117841,0.0072139985920207,0.0010279240705732,0.25197250212714,0.013849476304375,0.0017800257830806,2.9865889609935,0.29686912549472,0.047613976219862,2.296283694709,0.46214949001214,0.066331929103604,2.1194070323929,0.30572960231686,0.050675831179755,0.05118128385861,0.091553782436284,0.013545618039207,121.30467543192,5.4303263157895,0.118374211114,0.060624904469792,13.230225012349,26.531864947135,211.30608099965,0.079170502523455,0.022883851403837
-3.5,-4,0.7902024142561,790202.4142561,3160809.6570244,0.13351962534084,0.0093484815645073,0.0013260328933179,1.0955934256153,0.056737317132915,0.0063003151232384,3.6461431106063,0.36196728548787,0.058113858422032,2.6296014268402,0.52925220093452,0.07621531577089,2.2440471716534,0.33318543535996,0.052164360252058,0.05645336779298,0.094741548330884,0.013565338534121,137.42860528765,5.2381853658537,0.15393535314679,0.099085750596477,16.695664548855,30.515088253792,209.40402678048,0.079942888872599,0.021837300661517
-3,-3.5,0.44585604885592,445856.04885592,1560496.1709957,0.19293970262456,0.013507089449963,0.0019192575071144,0.33991462372054,0.020237344852985,0.0030713262787191,4.7018304738913,0.46664224002489,0.074904402913277,2.9396438387563,0.59136969339141,0.085949300428146,2.3268161423058,0.35147171532817,0.052616043533693,0.061101818051592,0.097000881234871,0.01341970039918,160.34428899509,5.0593036363636,0.22551778542808,0.17183205042657,22.143980852159,35.538968210845,194.51350750707,0.079924851456108,0.020255988267301
-2.5,-3,0.42073438352587,420734.38352587,1262203.1505776,0.3178895724764,0.022242171790869,0.0031653598118988,0.39473324700243,0.026264972807526,0.0047395161143664,5.647733568304,0.54784679908908,0.089830702618082,3.2285992811763,0.64969123930192,0.094151609973549,2.335555268546,0.36269858205282,0.05227226650165,0.065444117174717,0.097623097960598,0.013051542869247,194.39479486961,5.1020536585366,0.41073639875485,0.36570384247243,27.906115826313,42.597254809533,166.24392240035,0.078881032641312,0.017794653113302
-2,-2.5,0.32929523893141,329295.23893141,823238.09732853,0.90662181026877,0.063408832438692,0.0090120751557364,1.0538677233849,0.076592745020563,0.015524316903494,4.7035677947563,0.39597238962118,0.074556266407129,3.4316680160508,0.69158650098549,0.098324508793948,2.3889359447215,0.3822173363646,0.052038908457134,0.072546752250697,0.098288660456679,0.012563432324349,241.52630184528,5.0167823529412,1.2846269723616,1.4250595230217,25.807562009343,39.017377643714,134.87845919438,0.078025849791607,0.015112756061711
-1.5,-2,0.25792264403251,257922.64403251,515845.28806501,13.1635306786,0.89631711882816,0.13057090425377,1.2004350086495,0.086907661316762,0.017597621614466,4.9939460818401,0.41242258367941,0.079133045998439,2.5164702486923,0.50631916968989,0.071841154723302,2.4755147279142,0.39736620373043,0.053650873175673,0.080027374268608,0.10264102093255,0.012192259804698,278.69386804852,4.8851206896552,15.053331117506,1.6473875591172,27.916085185934,23.857602550047,115.73202371245,0.081579164172634,0.013419151136822
-1,-1.5,0.37364707385867,373647.07385867,560470.61078801,8.9303755277374,0.61842715831832,0.088882802215323,2.3697213661895,0.15979589012494,0.030319979849825,5.6310402721423,0.45850482245788,0.088351948766999,2.8846849863672,0.58061802863314,0.081262558984687,2.48974873142,0.41636772369273,0.051727014036044,0.089995179741104,0.099414915705583,0.011767208126197,355.83210093152,4.9259756097561,12.704733625199,2.7637870850798,31.736070161358,24.256741065365,78.12902267686,0.082760900502925,0.011750968077958
-0.5,-1,0.29280942647853,292809.42647853,292809.42647853,4.703068430055,0.32811249377939,0.046754949951481,1.4041343112929,0.089039511897902,0.015941658319249,4.9476882350938,0.38766586443832,0.076285346027758,3.5608176213785,0.71669758504955,0.096334153350451,2.6288376071455,0.4291600581239,0.056051417227802,0.096282728204168,0.10335350347824,0.010615804602089,416.50147688483,4.362635483871,9.2312869672905,1.4147864696896,29.055647623025,28.201700452945,57.312837450535,0.086178095884203,0.01009961035323
