"upper","lower","_COL3","Sum_area_m2_","Sum_volume_m3_","_COL6","_COL7","_COL8","_COL9","_COL10","_COL11","_COL12","_COL13","_COL14","_COL15","_COL16","_COL17","_COL18","_COL19","_COL20","_COL21","_COL22","_COL23","_COL24","Avg_SD_","_COL26","_COL27","_COL28","_COL29","_COL30","_COL31","_COL32"
-15.5,-16,0.019866516840425,19866.516840425,317864.2694468,0,0,0,0,0,0,0.5,0.0504,0.008,0,0.0002,0,1.2417689586138,0.2282566359632,0.027894308019455,0.0057333507677105,0.39783248236075,0.48403553756355,2.1608383055693,5.1774333333333,0,0,0,0,75.032669929958,0.40496435783019,0.48894001576148
-14.5,-15,0.0077383065562587,7738.3065562587,116074.59834388,0,0,0,0,0,0,0.5,0.0503,0.008,0,0.0001,0,1.3138,0.2381,0.029,0.0061,0.3941,0.4831,3.2514716703458,5.1857,0,0,0,0,73.6353,0.3992,0.4867
-14,-14.5,0.020368643631593,20368.643631593,295345.33265809,0,0,0,0,0,0,0.5,0.050156870977245,0.0081,0,0.0001619253066177,0,1.3274586735711,0.23728695558958,0.028004648233744,0.00590963920476,0.39498202857907,0.48316191263495,3.3853802911628,5.1786333333333,0,0,0,0,74.547050666645,0.3999677664839,0.48609034812357
-13.5,-14,0.0065954135464968,6595.4135464968,92335.789650955,0,0,0,0,0,0,0.5,0.05,0.0081,0,0.0001,0,1.298,0.2366,0.0289,0.006,0.3949,0.4832,4.3828182487123,5.1819,0,0,0,0,73.9403,0.4008,0.4873
-12.5,-13,0.0078986262187197,7898.6262187197,102682.14084336,0,0,0,0,0,0,0.5,0.05,0.0081,0,0.0001,0,1.3464,0.2418,0.0294,0.006,0.3925,0.4831,5.6751287711553,5.1901,0,0,0,0,72.2281,0.3959,0.4867
-12,-12.5,0.030408423233158,30408.423233158,380105.29041448,0,0,0,0,0,0,0.50001891578825,0.0501,0.0080739321051137,0,0.0001,0,1.3526619477517,0.24152957062346,0.029607863168235,0.0061117636816106,0.39271796315341,0.48338201204414,7.0009817725174,5.188975,0,0,4.4983683134711e-005,0,72.524935605383,0.39693199129737,0.48846980236509
-11.5,-12,0.022182337122982,22182.337122982,266188.04547579,0,0,0,0,0,0,0.50121231137939,0.050094522813872,0.0080907044278505,0,0.0001,0,1.4856093941289,0.25086842885241,0.031553785867045,0.0062092955721495,0.38872214580253,0.482157432233,8.2734661783675,5.1980666666667,0,0,0.0014747736552713,0,71.493686193884,0.39101424530269,0.4845760233773
-11,-11.5,0.027266908505041,27266.908505041,313569.44780797,0,0,0,0,0,0,0.50758501646392,0.050782640976979,0.0082443193151327,0,0.0001,0,1.4224954662355,0.24769657907712,0.028618533249879,0.0062266943062201,0.39309727707509,0.48265918143662,10.203646539839,5.1808,0,0,0.014903819571343,0,73.01503503501,0.39654284751621,0.48555340806197
-10.5,-11,0.019070116867271,19070.116867271,209771.28553998,0,0,0,0,0,0,0.52214794665789,0.052206304424461,0.0084677174040768,0,0.0001,0,1.4691211390149,0.25098778041457,0.030191444259858,0.0061691413521307,0.39042975677698,0.48247412517032,12.65981965036,5.1879,0,0,0.057805344243254,0,71.264464386038,0.39270256134103,0.48551139158443
-10,-10.5,0.033858716519102,33858.716519102,355516.52345057,0,0,0,0,0,0,0.52595888233255,0.052593039204783,0.0085186656864591,1.9665832574744e-005,0.0001,3.715456518351e-005,1.4265718035797,0.24228675547274,0.02997529044616,0.0070086164576739,0.40096548864427,0.46896974772288,10.924808095025,4.71966,0,0,0.073772432838009,1.9665832574744e-005,90.853346524764,0.40949954594618,0.47420153995433
-9.5,-10,0.033240787552414,33240.787552414,332407.87552414,0,0,0,0,0,0,0.5090279467107,0.050892650910721,0.008189168829201,0.015418515730635,0.0032568344825116,0.00046661297605868,1.3967133936417,0.22824979041941,0.030537825399597,0.0086385305633674,0.41767440076704,0.4395589815671,3.9445822264961,3.462825,0,0,0.02586658889021,0.030999331626855,131.88239785795,0.438489778742,0.44873891167983
-9,-9.5,0.068213578978792,68213.578978792,648029.00029853,0,0,0,0.008980543177463,0.00074361185545872,0.00017160273587509,0.57485239622587,0.057458984878372,0.0093101194697232,0.13795761690464,0.026745444722083,0.0042705476270144,1.4544373527383,0.246783698818,0.02914587013234,0.0067096572299984,0.39679267293906,0.47698978128041,17.809291818007,4.95016,0,0.0016473862644009,0.22848106178362,1.9006086290194,79.848530198505,0.40286773698938,0.48332399679917
-8.5,-9,0.079154044053401,79154.044053401,712386.39648061,0,0,0,0.0052656401142221,0.00043737401600216,0.00010291153317698,0.55177452522358,0.055181459620069,0.0089087831518994,0.083545385860237,0.01574564094401,0.0025769116227307,1.444610670978,0.2326609349285,0.030070680414439,0.0082390855697091,0.40627954648428,0.4509954318013,11.404704426444,4.1358727272727,0,0.0017323441418125,0.16963838821416,1.3138991352535,115.65786521311,0.4315968550917,0.4680772202579
-8,-8.5,0.045256786161781,45256.786161781,384682.68237514,0,0,0,0,0,0,0.61522219560708,0.061431538195177,0.0099725931148909,0.16011458305445,0.028317243795174,0.0049583925220794,1.5631127476215,0.24258668953663,0.033030749968909,0.0073923897935561,0.3932904792506,0.46358332837716,20.639863147668,4.5554,0,0,0.42046544381345,2.9323080229634,92.092096330727,0.40434043286794,0.47245461132501
