"upper","lower","_COL3","Sum_area_m2_","Sum_volume_m3_","_COL6","_COL7","_COL8","_COL9","_COL10","_COL11","_COL12","_COL13","_COL14","_COL15","_COL16","_COL17","_COL18","_COL19","_COL20","_COL21","_COL22","_COL23","_COL24","Avg_SD_","_COL26","_COL27","_COL28","_COL29","_COL30","_COL31","_COL32"
-13.5,-14,0.036835038675415,36835.038675415,515690.54145581,0,0,0,0,0,0,0.5003,0.05,0.0081,0,0,0,0.6571,0.1112,0.017,0.0022,0.0105,0.0786,9.8693892568065,6.0665,0,0,0.0005,0,63.0527,0.0109,0.0765
-12.5,-13,0.045396154306791,45396.154306791,590150.00598828,0,0,0,0,0,0,0.5035,0.0504,0.0081,0.0737,0.015,0.0023,0.6633,0.1125,0.0171,0.0023,0.0106,0.0803,12.306843267108,6.0776,0,0,0.009,0.2918,61.6904,0.0113,0.077
-12,-12.5,0.080464591759215,80464.591759216,1005807.3969902,0,0,0,0,0,0,0.5106231486443,0.051016106850632,0.0082540267126581,0.093142614391135,0.018824160275948,0.0028540267126581,0.65723156569876,0.11253322533292,0.017091946574684,0.0023,0.010675839724052,0.078936584229123,14.674138358317,6.07455,0,0,0.038907689796166,0.9112468660353,61.794376007711,0.012086240413923,0.076941278758232
-10.5,-11,0.18053349561063,180533.49561063,1985868.451717,0,0,0,0.0010949363066839,0.00010921362531879,0,0.53568602713239,0.053578546983122,0.008546076479561,0.12670452241966,0.024108245670652,0.0039090380709623,0.62884445577196,0.11546894678944,0.016575200972814,0.0030865528622765,0.011538409174596,0.037504382259281,15.731332516409,5.684825,0,0,0.14911096042759,1.1123123512746,110.28096374075,0.014881071008749,0.035073262824397
-9,-9.5,0.32556378205217,325563.78205217,3092855.9294956,0,0,0,0.078560586818015,0.0065014831162517,0.0015003734666038,0.62727423084813,0.062702500103542,0.010050400665444,0.22222719840204,0.042761850498343,0.0067591895591117,0.59976476646757,0.11373228852205,0.016171048150254,0.0033945855942628,0.011999556836789,0.022249167928315,21.371777080597,5.4243,0,0.01478659777032,0.3775328888711,2.0139694055966,125.58429348212,0.018217092831994,0.021098086336137
-8.5,-9,0.37452484877026,374524.84877026,3370723.6389323,0,0,0,0.074261109784952,0.0061636831784681,0.0014023579464814,0.63223408602311,0.063193916331519,0.010087181287573,0.24131697452683,0.045320285439709,0.0072604564189201,0.6742775800691,0.11530207196304,0.017408123045035,0.0034481574003366,0.015067562877659,0.019573037340285,21.528088455595,5.1116555555556,0,0.011795459065021,0.41279936486292,2.1476072853154,147.06122292772,0.019385104897735,0.019387824880687
-8,-8.5,0.18514664752223,185146.64752223,1573746.5039389,0.00023914128565761,2.9892660707201e-005,0,0.017174315915434,0.0014418792539494,0.00031413337909816,0.82043050810481,0.082006694304841,0.013145595736456,0.29384644170147,0.056023216993305,0.0089271687856457,0.619353163716,0.11207072310135,0.015759264438069,0.0030657434684901,0.0099060213995513,0.042431099001952,39.091342479631,5.6467333333333,2.9892660707201e-005,0.013197666293245,1.3109741665861,3.6943773672394,95.526612573108,0.018374583621816,0.040628952216096
-7.5,-8,0.17188717242517,171887.17242517,1375097.3794013,0.015999318822738,0.0011290397103825,0.00016522532347061,0.081987525261497,0.0068352681193165,0.0015521620147941,0.89119564505708,0.088168462962067,0.014270294627473,0.39378579042676,0.067311412148134,0.011840639007654,0.64100706373259,0.11290064934519,0.016391486015115,0.0032967275384751,0.011117547949979,0.036979308368136,42.36002964622,5.5124666666667,0.019055987306944,0.046960430812326,1.5730180287137,6.3557975433459,108.43640228787,0.017426922777597,0.0361459064831
-7,-7.5,0.30926089840694,309260.89840694,2319456.7380521,0.037506287028062,0.0026322050876742,0.00038101081355273,0.039116810413532,0.0032600333022502,0.00074646901617654,1.0985566589699,0.10845829216613,0.017617343287641,0.47416505402842,0.069740916686929,0.014249029161831,0.63112151341708,0.11179356698408,0.015423550063429,0.0030314637302961,0.009413614174863,0.050269715929739,59.003799082924,5.8281,0.044270607842111,0.045702375268823,2.7020555171189,9.8032087916427,80.871775347647,0.016801291708606,0.049945837961963
-6.5,-7,0.82627177169438,826271.77169438,5783902.4018607,0.053824547691603,0.0037786632438625,0.00054529577450656,0.042193218810984,0.0035090611944258,0.00079787562140797,1.2746212246527,0.1229646634993,0.020430213762563,0.52614438220036,0.076416034632768,0.015740660734694,0.61854552265284,0.10985656317159,0.015372219793257,0.0031503786164194,0.0089908100170306,0.0425033843104,65.687884631616,5.69686,0.065311269782913,0.048881152868853,3.3813692378064,11.416578296823,85.911659714553,0.014616911115395,0.041518508745897
-6,-6.5,2.932703635317,2932703.635317,19062573.629561,0.089108184827141,0.0062408606726489,0.00089502095169526,0.044764641429091,0.0037165991033039,0.00084710054209063,1.4804039630301,0.14084647743161,0.023702872900754,0.56014583201207,0.079996491494474,0.016624341370009,0.62741189181051,0.10839293178997,0.015955320639674,0.0030099827049488,0.0094706897072535,0.042738302829782,79.237080855625,5.6760254901961,0.12466586891405,0.04970148947571,4.59939007613,14.415235448875,82.039638285381,0.015660708405955,0.042013939263477
-5.5,-6,1.7697705173243,1769770.5173243,10618623.103946,0.16523599364825,0.011587550055064,0.0016618744965838,0.048356996389303,0.0040099826986469,0.00092630388890535,1.6617755446911,0.15063387962659,0.026625145836981,0.50892741213139,0.065957059406706,0.01523848458158,0.62731097936475,0.10834015402197,0.015606378173337,0.0028168880050324,0.007369990343179,0.051830738694832,104.12718289541,6.00935,0.25702032961006,0.076167010728875,6.4779821829673,18.975349071566,59.669974260593,0.0097913896742057,0.05114591207806
-5,-5.5,2.8179355130507,2817935.5130507,15498645.321779,0.17873035879942,0.012528140418911,0.001805543351009,0.061303322915415,0.0050771438119641,0.0011548273580104,1.8155187958435,0.16361198446861,0.029108790842738,0.50818402402548,0.067824857279713,0.015093573537214,0.61546658091708,0.10752184363614,0.015230181996444,0.0027988807878363,0.0067454695119804,0.047806029213195,120.69574122648,5.9813166666667,0.27697213408673,0.10437542030471,7.8726367241966,20.097366772083,54.358720759337,0.008601135774249,0.047824954220634
-4.5,-5,2.5440262937526,2544026.2937526,12720131.468763,0.12724710898395,0.0089010734287405,0.0012815943813821,0.097178758684634,0.0080620222926331,0.0018446714192267,2.0490528771522,0.17834356583809,0.03284150866564,0.4738153116792,0.069184426040804,0.014101608164891,0.61652266667716,0.10779464930516,0.014958946132933,0.0028265815685432,0.0070417234737239,0.047079105877944,141.60244455195,6.0040535714286,0.27222692457689,0.17279585741022,9.5574376564669,19.981330850832,53.270486062829,0.0074541063336615,0.046771364355422
-4,-4.5,2.251335086343,2251335.086343,10131007.888543,0.12756470155468,0.0089175693301131,0.0012820214343624,0.17478397518002,0.014502730275701,0.0033252270826994,2.2416839581338,0.19454355517979,0.035894765887217,0.46389092824765,0.06303679040278,0.013475037972933,0.61648226503657,0.10691469691449,0.014601221432562,0.0023418704222403,0.0064935901828885,0.054383798031477,183.25373567567,6.2327380952381,0.34848414888708,0.32777909750911,12.060341932438,21.253558007415,37.770079067306,0.0055775378714325,0.054137001144903
-3.5,-4,3.570664404156,3570664.404156,14282657.616624,15.469303895085,1.0827978795521,0.15578615235625,0.36191560511683,0.030030923970536,0.0068867494505252,3.2999718647274,0.29084118366221,0.052967453122913,0.31423069402374,0.046221441753169,0.008297092619981,0.61333655587473,0.10613005885994,0.014409218166978,0.0026178104374089,0.0070803187454272,0.046297910935519,204.97434029523,6.1080105263158,10.981952619806,0.70012076854733,18.755128582699,13.02539451632,40.899088381317,0.0078833865457072,0.047043523950514
-3,-3.5,2.3138534043012,2313853.4043012,8098486.9150542,58.597657488246,4.1020299749384,0.591317106945,0.94132188180555,0.078045620563384,0.017896044635344,4.5748919291737,0.43724497213383,0.073573660581194,0.039636685950571,0.0069182154287953,0.00093440245356609,0.61696419334086,0.10609250760962,0.014621549282645,0.0026559509490015,0.0084181436359306,0.045771019363799,234.10955341181,6.0116612903226,40.050643907435,1.8606578476427,27.823921967691,1.1688731476733,40.692515134301,0.0098934895112846,0.047166817074868
-2.5,-3,1.2284866528641,1228486.6528641,3685459.9585924,71.275296957073,4.9895045726225,0.71715979829908,3.0448118000073,0.25252178892989,0.057840027490507,5.935023168136,0.55009397433794,0.095139922456478,0.026168888318197,0.0048328477973583,0.00046378810176184,0.62460945860948,0.1024190092979,0.015231092500396,0.0027879475856418,0.011449160654109,0.032114747620396,258.96496272006,5.6474727272727,46.317849509986,6.2487742791181,34.18241309382,0.52254067824474,54.398778369357,0.012954504844701,0.033177473642764
-2,-2.5,2.024734439995,2024734.439995,5061836.0999874,112.03219563222,7.8250389954139,1.1266734622779,4.1111194184334,0.33996889727976,0.078095370903796,4.8587689193265,0.42743829897795,0.077457335324077,0.019054793963788,0.0030427529965808,0.00052773298869098,0.59687798820763,0.10223247636192,0.013876897061937,0.0023111478402987,0.0084162849272586,0.046344046820506,329.80893793345,6.1539793103448,76.3820508192,8.515667534833,28.913584525564,0.31689708594528,26.09545853403,0.0085104103042584,0.047137743959709
-1.5,-2,1.1205098904915,1120509.8904915,2241019.780983,113.70899418517,7.9458894068461,1.1504992595237,6.9883892507927,0.57784084285581,0.13255481394605,4.9682986460498,0.37978511336821,0.078338494795486,0.19982595453516,0.040155441742319,0.0033044581995535,0.58604778726485,0.098650613748153,0.013354254384507,0.0024648899884508,0.0092377911085291,0.032151310483649,377.39763995561,5.8118933333333,84.485067644872,14.908003249192,26.432411972381,2.4894445987655,28.840528118237,0.008979575989156,0.032390973473627
-1,-1.5,2.0830831420967,2083083.1420967,3124624.7131451,54.644294879434,3.5033113656692,0.55069548029021,3.7947726140768,0.31058284361135,0.07205375378584,3.1980545297958,0.22660674913966,0.049212114880838,0.29786118688942,0.058740485625495,0.0043933525488469,0.57962393668058,0.097718200278203,0.012447386807819,0.00219812349363,0.0079535768659734,0.043149149481431,455.74061802933,6.1128235294118,55.6026241374,8.2123623879318,14.525100075186,2.1212394317407,15.588865279136,0.0074541209068046,0.043186356474538
-0.5,-1,2.6078269472392,2607826.9472392,2607826.9472392,3.5059549901129,0.24070736350107,0.035264674786761,1.1074386818647,0.090020604068855,0.021037706554117,2.1697312147917,0.17575449735834,0.033085069793382,0.77730016269473,0.15683797305437,0.010129013788602,0.55075612008163,0.09456436444322,0.011534457223271,0.0019845090310707,0.0071294320776373,0.04195149001199,542.31683664953,6.2439380952381,6.9126149733129,2.408979345662,11.13091985136,4.4203837948167,7.2036787383412,0.0065984473581095,0.041860303808814
0,-0.5,2.6780144559974,2678014.4559974,1339007.2279987,0.039672085418008,0.0025887524219461,0.00039145300080389,0.49764622403694,0.039945243589595,0.0094498017378877,1.5762603101084,0.1307382864302,0.02440660540741,1.0224125454514,0.19970649983269,0.013821202752886,0.54413418714562,0.091858779264084,0.01244676616928,0.00196898313902,0.0062046962139136,0.038199918892126,594.68391871514,6.3225355555556,0.14199534828026,2.8444802081692,28.644184116674,43.356452855803,11.52305588809,0.0056642751517299,0.038053887952073
